datetime,unixtime,YEAR,MONTH,DAY,HOUR,TYPHOON NUMBER,CLUSTER NUMBER,LAT,LON
2023-06-06 00:00:00,1686009600,2023,6,6,0,2301,0,32.36459013849107,139.2868376096245
2023-06-06 06:00:00,1686031200,2023,6,6,6,2301,0,32.891712308425404,139.66533843101732
2023-06-06 12:00:00,1686052800,2023,6,6,12,2301,0,33.68634493113942,140.32399130572
2023-06-06 18:00:00,1686074400,2023,6,6,18,2301,0,34.210638530981576,140.79193998035976
2023-06-07 00:00:00,1686096000,2023,6,7,0,2301,0,35.05653595026574,141.48506982877126
2023-06-07 06:00:00,1686117600,2023,6,7,6,2301,0,35.99976868170819,142.23779758468405
2023-06-07 12:00:00,1686139200,2023,6,7,12,2301,0,36.62674012066353,142.75721961061777
2023-06-07 18:00:00,1686160800,2023,6,7,18,2301,0,37.55449633989978,143.57880938654293
2023-06-08 00:00:00,1686182400,2023,6,8,0,2301,0,38.17273444943911,144.1234655596908
2023-06-08 06:00:00,1686204000,2023,6,8,6,2301,0,39.079433961167396,144.86085766761215
2023-06-08 12:00:00,1686225600,2023,6,8,12,2301,0,39.97930307114091,145.5342444235304
2023-06-08 18:00:00,1686247200,2023,6,8,18,2301,0,40.578032536307056,145.95034097534673
2023-06-09 00:00:00,1686268800,2023,6,9,0,2301,0,41.41425112600421,146.74665559892105
2023-06-09 06:00:00,1686290400,2023,6,9,6,2301,0,41.98634871557682,147.33087189836777
2023-06-09 12:00:00,1686312000,2023,6,9,12,2301,0,42.79037236553146,148.21070413434214
2023-06-09 18:00:00,1686333600,2023,6,9,18,2301,0,43.5273885595386,149.09062533040935
2023-06-10 00:00:00,1686355200,2023,6,10,0,2301,0,44.015335161142616,149.74496044178022
2023-06-10 06:00:00,1686376800,2023,6,10,6,2301,0,44.68828437004942,150.74069901810816
2023-06-10 12:00:00,1686398400,2023,6,10,12,2301,0,45.39714285714286,151.59714285714284
2023-06-10 09:00:00,1686387600,2023,6,10,9,2302,2,15.494230769230768,138.95384615384617
2023-06-10 15:00:00,1686409200,2023,6,10,15,2302,2,15.803755059686498,138.5024320922823
2023-06-10 21:00:00,1686430800,2023,6,10,21,2302,2,16.230606847082694,137.7197868201715
2023-06-11 03:00:00,1686452400,2023,6,11,3,2302,2,16.632993561320145,136.96878578281033
2023-06-11 09:00:00,1686474000,2023,6,11,9,2302,2,16.937309634211175,136.45120417633214
2023-06-11 15:00:00,1686495600,2023,6,11,15,2302,2,17.464101032351707,135.6231603258632
2023-06-11 21:00:00,1686517200,2023,6,11,21,2302,2,18.084351657737095,134.86161490315553
2023-06-12 03:00:00,1686538800,2023,6,12,3,2302,2,18.48021933570572,134.33456629971886
2023-06-12 09:00:00,1686560400,2023,6,12,9,2302,2,19.085663240123083,133.55203178303557
2023-06-12 15:00:00,1686582000,2023,6,12,15,2302,2,19.644039027569786,132.72525879472522
2023-06-12 21:00:00,1686603600,2023,6,12,21,2302,2,20.059387073530807,132.1851729732773
2023-06-13 03:00:00,1686625200,2023,6,13,3,2302,2,20.66979222913395,131.37226062181253
2023-06-13 09:00:00,1686646800,2023,6,13,9,2302,2,21.2954135641258,130.514366129767
2023-06-13 15:00:00,1686668400,2023,6,13,15,2302,2,21.734174462896526,129.96457472063173
2023-06-13 21:00:00,1686690000,2023,6,13,21,2302,2,22.423394314357495,129.1600118519858
2023-06-14 03:00:00,1686711600,2023,6,14,3,2302,2,23.131946342475814,128.41711437819106
2023-06-14 09:00:00,1686733200,2023,6,14,9,2302,2,23.656640071573598,127.98679108192363
2023-06-14 15:00:00,1686754800,2023,6,14,15,2302,2,24.492194422725024,127.40866830827447
2023-06-14 21:00:00,1686776400,2023,6,14,21,2302,2,25.37851821627015,126.93640835261814
2023-06-15 03:00:00,1686798000,2023,6,15,3,2302,2,25.978185506159928,126.69242954768919
2023-06-15 09:00:00,1686819600,2023,6,15,9,2302,2,26.885073624001695,126.4015542543625
2023-06-15 15:00:00,1686841200,2023,6,15,15,2302,2,27.791030656014073,126.28074219292557
2023-06-15 21:00:00,1686862800,2023,6,15,21,2302,2,28.376482960561717,126.2648642753387
2023-06-16 03:00:00,1686884400,2023,6,16,3,2302,2,29.196769679871593,126.28172257201203
2023-06-16 09:00:00,1686906000,2023,6,16,9,2302,2,30.02860767159151,126.39891346215417
2023-06-16 15:00:00,1686927600,2023,6,16,15,2302,2,30.63572841805507,126.43971162802373
2023-06-16 21:00:00,1686949200,2023,6,16,21,2302,2,31.467791911632574,126.51476741184204
2023-06-17 03:00:00,1686970800,2023,6,17,3,2302,2,32.259181397484774,126.67734369409196
2023-06-17 09:00:00,1686992400,2023,6,17,9,2302,2,32.76618494120773,126.83970210109015
2023-06-17 15:00:00,1687014000,2023,6,17,15,2302,2,33.48974348553601,127.20872814832077
2023-06-17 21:00:00,1687035600,2023,6,17,21,2302,2,34.2302795366581,127.6533766128677
2023-06-18 03:00:00,1687057200,2023,6,18,3,2302,2,34.69776942532986,127.98515372540545
2023-06-18 09:00:00,1687078800,2023,6,18,9,2302,2,35.35891051368591,128.5035023624896
2023-06-18 15:00:00,1687100400,2023,6,18,15,2302,2,35.94810649120021,129.03668868952184
2023-06-18 21:00:00,1687122000,2023,6,18,21,2302,2,36.2936809990072,129.41449744570468
2023-06-19 03:00:00,1687143600,2023,6,19,3,2302,2,36.82011311628318,129.9749709024892
2023-06-19 09:00:00,1687165200,2023,6,19,9,2302,2,37.24194281716512,130.49743811318606
2023-06-19 15:00:00,1687186800,2023,6,19,15,2302,2,37.61153846153846,131.1557692307692
2023-06-19 18:00:00,1687197600,2023,6,19,18,2303,0,17.42285714285714,144.77999999999997
2023-06-20 00:00:00,1687219200,2023,6,20,0,2303,0,17.997105118583605,144.38415262054886
2023-06-20 06:00:00,1687240800,2023,6,20,6,2303,0,18.917354118955227,143.7149933989054
2023-06-20 12:00:00,1687262400,2023,6,20,12,2303,0,19.46322294850417,143.23332227116163
2023-06-20 18:00:00,1687284000,2023,6,20,18,2303,0,20.224814875902165,142.44997929502415
2023-06-21 00:00:00,1687305600,2023,6,21,0,2303,0,21.004613700705487,141.7027515458868
2023-06-21 06:00:00,1687327200,2023,6,21,6,2303,0,21.550247279849316,141.19923990082907
2023-06-21 12:00:00,1687348800,2023,6,21,12,2303,0,22.325150737281028,140.55171011163074
2023-06-21 18:00:00,1687370400,2023,6,21,18,2303,0,22.83896880691533,140.17729307134283
2023-06-22 00:00:00,1687392000,2023,6,22,0,2303,0,23.64794909069266,139.64996294242053
2023-06-22 06:00:00,1687413600,2023,6,22,6,2303,0,24.442674986594454,139.24354950858927
2023-06-22 12:00:00,1687435200,2023,6,22,12,2303,0,24.993845713947273,139.01301949524017
2023-06-22 18:00:00,1687456800,2023,6,22,18,2303,0,25.840075483957825,138.67443018483928
2023-06-23 00:00:00,1687478400,2023,6,23,0,2303,0,26.414314199046302,138.42493952588833
2023-06-23 06:00:00,1687500000,2023,6,23,6,2303,0,27.33876192322241,138.15984900888867
2023-06-23 12:00:00,1687521600,2023,6,23,12,2303,0,28.383708320301995,138.0533570196097
2023-06-23 18:00:00,1687543200,2023,6,23,18,2303,0,29.038877917068824,138.06324609856878
2023-06-24 00:00:00,1687564800,2023,6,24,0,2303,0,29.99814204461354,138.29030693592514
2023-06-24 06:00:00,1687586400,2023,6,24,6,2303,0,30.630349956720245,138.46393171415716
2023-06-24 12:00:00,1687608000,2023,6,24,12,2303,0,31.55052221283461,138.80497722405866
2023-06-24 18:00:00,1687629600,2023,6,24,18,2303,0,32.36459013849107,139.2868376096245
2023-06-25 00:00:00,1687651200,2023,6,25,0,2303,0,32.891712308425404,139.66533843101732
2023-06-25 06:00:00,1687672800,2023,6,25,6,2303,0,33.68634493113942,140.32399130572
2023-06-25 12:00:00,1687694400,2023,6,25,12,2303,0,34.210638530981576,140.79193998035976
2023-06-25 18:00:00,1687716000,2023,6,25,18,2303,0,35.05653595026574,141.48506982877126
2023-06-26 00:00:00,1687737600,2023,6,26,0,2303,0,35.99976868170819,142.23779758468405
2023-06-26 06:00:00,1687759200,2023,6,26,6,2303,0,36.62674012066353,142.75721961061777
2023-06-26 12:00:00,1687780800,2023,6,26,12,2303,0,37.55449633989978,143.57880938654293
2023-06-26 18:00:00,1687802400,2023,6,26,18,2303,0,38.17273444943911,144.1234655596908
2023-06-27 00:00:00,1687824000,2023,6,27,0,2303,0,39.079433961167396,144.86085766761215
2023-06-27 06:00:00,1687845600,2023,6,27,6,2303,0,39.97930307114091,145.5342444235304
2023-06-27 12:00:00,1687867200,2023,6,27,12,2303,0,40.578032536307056,145.95034097534673
2023-06-27 18:00:00,1687888800,2023,6,27,18,2303,0,41.41425112600421,146.74665559892105
2023-06-28 00:00:00,1687910400,2023,6,28,0,2303,0,41.98634871557682,147.33087189836777
2023-06-28 06:00:00,1687932000,2023,6,28,6,2303,0,42.79037236553146,148.21070413434214
2023-06-28 12:00:00,1687953600,2023,6,28,12,2303,0,43.5273885595386,149.09062533040935
2023-06-28 18:00:00,1687975200,2023,6,28,18,2303,0,44.015335161142616,149.74496044178022
2023-06-29 00:00:00,1687996800,2023,6,29,0,2303,0,44.68828437004942,150.74069901810816
2023-06-29 06:00:00,1688018400,2023,6,29,6,2303,0,45.39714285714286,151.59714285714284
2023-06-29 03:00:00,1688007600,2023,6,29,3,2304,2,15.494230769230768,138.95384615384617
2023-06-29 09:00:00,1688029200,2023,6,29,9,2304,2,15.803755059686498,138.5024320922823
2023-06-29 15:00:00,1688050800,2023,6,29,15,2304,2,16.230606847082694,137.7197868201715
2023-06-29 21:00:00,1688072400,2023,6,29,21,2304,2,16.632993561320145,136.96878578281033
2023-06-30 03:00:00,1688094000,2023,6,30,3,2304,2,16.937309634211175,136.45120417633214
2023-06-30 09:00:00,1688115600,2023,6,30,9,2304,2,17.464101032351707,135.6231603258632
2023-06-30 15:00:00,1688137200,2023,6,30,15,2304,2,18.084351657737095,134.86161490315553
2023-06-30 21:00:00,1688158800,2023,6,30,21,2304,2,18.48021933570572,134.33456629971886
2023-07-01 03:00:00,1688180400,2023,7,1,3,2304,2,19.085663240123083,133.55203178303557
2023-07-01 09:00:00,1688202000,2023,7,1,9,2304,2,19.644039027569786,132.72525879472522
2023-07-01 15:00:00,1688223600,2023,7,1,15,2304,2,20.059387073530807,132.1851729732773
2023-07-01 21:00:00,1688245200,2023,7,1,21,2304,2,20.66979222913395,131.37226062181253
2023-07-02 03:00:00,1688266800,2023,7,2,3,2304,2,21.2954135641258,130.514366129767
2023-07-02 09:00:00,1688288400,2023,7,2,9,2304,2,21.734174462896526,129.96457472063173
2023-07-02 15:00:00,1688310000,2023,7,2,15,2304,2,22.423394314357495,129.1600118519858
2023-07-02 21:00:00,1688331600,2023,7,2,21,2304,2,23.131946342475814,128.41711437819106
2023-07-03 03:00:00,1688353200,2023,7,3,3,2304,2,23.656640071573598,127.98679108192363
2023-07-03 09:00:00,1688374800,2023,7,3,9,2304,2,24.492194422725024,127.40866830827447
2023-07-03 15:00:00,1688396400,2023,7,3,15,2304,2,25.37851821627015,126.93640835261814
2023-07-03 21:00:00,1688418000,2023,7,3,21,2304,2,25.978185506159928,126.69242954768919
2023-07-04 03:00:00,1688439600,2023,7,4,3,2304,2,26.885073624001695,126.4015542543625
2023-07-04 09:00:00,1688461200,2023,7,4,9,2304,2,27.791030656014073,126.28074219292557
2023-07-04 15:00:00,1688482800,2023,7,4,15,2304,2,28.376482960561717,126.2648642753387
2023-07-04 21:00:00,1688504400,2023,7,4,21,2304,2,29.196769679871593,126.28172257201203
2023-07-05 03:00:00,1688526000,2023,7,5,3,2304,2,30.02860767159151,126.39891346215417
2023-07-05 09:00:00,1688547600,2023,7,5,9,2304,2,30.63572841805507,126.43971162802373
2023-07-05 15:00:00,1688569200,2023,7,5,15,2304,2,31.467791911632574,126.51476741184204
2023-07-05 21:00:00,1688590800,2023,7,5,21,2304,2,32.259181397484774,126.67734369409196
2023-07-06 03:00:00,1688612400,2023,7,6,3,2304,2,32.76618494120773,126.83970210109015
2023-07-06 09:00:00,1688634000,2023,7,6,9,2304,2,33.48974348553601,127.20872814832077
2023-07-06 15:00:00,1688655600,2023,7,6,15,2304,2,34.2302795366581,127.6533766128677
2023-07-06 21:00:00,1688677200,2023,7,6,21,2304,2,34.69776942532986,127.98515372540545
2023-07-07 03:00:00,1688698800,2023,7,7,3,2304,2,35.35891051368591,128.5035023624896
2023-07-07 09:00:00,1688720400,2023,7,7,9,2304,2,35.94810649120021,129.03668868952184
2023-07-07 15:00:00,1688742000,2023,7,7,15,2304,2,36.2936809990072,129.41449744570468
2023-07-07 21:00:00,1688763600,2023,7,7,21,2304,2,36.82011311628318,129.9749709024892
2023-07-08 03:00:00,1688785200,2023,7,8,3,2304,2,37.24194281716512,130.49743811318606
2023-07-08 09:00:00,1688806800,2023,7,8,9,2304,2,37.61153846153846,131.1557692307692
2023-07-08 12:00:00,1688817600,2023,7,8,12,2305,0,17.42285714285714,144.77999999999997
2023-07-08 18:00:00,1688839200,2023,7,8,18,2305,0,17.997105118583605,144.38415262054886
2023-07-09 00:00:00,1688860800,2023,7,9,0,2305,0,18.917354118955227,143.7149933989054
2023-07-09 06:00:00,1688882400,2023,7,9,6,2305,0,19.46322294850417,143.23332227116163
2023-07-09 12:00:00,1688904000,2023,7,9,12,2305,0,20.224814875902165,142.44997929502415
2023-07-09 18:00:00,1688925600,2023,7,9,18,2305,0,21.004613700705487,141.7027515458868
2023-07-10 00:00:00,1688947200,2023,7,10,0,2305,0,21.550247279849316,141.19923990082907
2023-07-10 06:00:00,1688968800,2023,7,10,6,2305,0,22.325150737281028,140.55171011163074
2023-07-10 12:00:00,1688990400,2023,7,10,12,2305,0,22.83896880691533,140.17729307134283
2023-07-10 18:00:00,1689012000,2023,7,10,18,2305,0,23.64794909069266,139.64996294242053
2023-07-11 00:00:00,1689033600,2023,7,11,0,2305,0,24.442674986594454,139.24354950858927
2023-07-11 06:00:00,1689055200,2023,7,11,6,2305,0,24.993845713947273,139.01301949524017
2023-07-11 12:00:00,1689076800,2023,7,11,12,2305,0,25.840075483957825,138.67443018483928
2023-07-11 18:00:00,1689098400,2023,7,11,18,2305,0,26.414314199046302,138.42493952588833
2023-07-12 00:00:00,1689120000,2023,7,12,0,2305,0,27.33876192322241,138.15984900888867
2023-07-12 06:00:00,1689141600,2023,7,12,6,2305,0,28.383708320301995,138.0533570196097
2023-07-12 12:00:00,1689163200,2023,7,12,12,2305,0,29.038877917068824,138.06324609856878
2023-07-12 18:00:00,1689184800,2023,7,12,18,2305,0,29.99814204461354,138.29030693592514
2023-07-13 00:00:00,1689206400,2023,7,13,0,2305,0,30.630349956720245,138.46393171415716
2023-07-13 06:00:00,1689228000,2023,7,13,6,2305,0,31.55052221283461,138.80497722405866
2023-07-13 12:00:00,1689249600,2023,7,13,12,2305,0,32.36459013849107,139.2868376096245
2023-07-13 18:00:00,1689271200,2023,7,13,18,2305,0,32.891712308425404,139.66533843101732
2023-07-14 00:00:00,1689292800,2023,7,14,0,2305,0,33.68634493113942,140.32399130572
2023-07-14 06:00:00,1689314400,2023,7,14,6,2305,0,34.210638530981576,140.79193998035976
2023-07-14 12:00:00,1689336000,2023,7,14,12,2305,0,35.05653595026574,141.48506982877126
2023-07-14 18:00:00,1689357600,2023,7,14,18,2305,0,35.99976868170819,142.23779758468405
2023-07-15 00:00:00,1689379200,2023,7,15,0,2305,0,36.62674012066353,142.75721961061777
2023-07-15 06:00:00,1689400800,2023,7,15,6,2305,0,37.55449633989978,143.57880938654293
2023-07-15 12:00:00,1689422400,2023,7,15,12,2305,0,38.17273444943911,144.1234655596908
2023-07-15 18:00:00,1689444000,2023,7,15,18,2305,0,39.079433961167396,144.86085766761215
2023-07-16 00:00:00,1689465600,2023,7,16,0,2305,0,39.97930307114091,145.5342444235304
2023-07-16 06:00:00,1689487200,2023,7,16,6,2305,0,40.578032536307056,145.95034097534673
2023-07-16 12:00:00,1689508800,2023,7,16,12,2305,0,41.41425112600421,146.74665559892105
2023-07-16 18:00:00,1689530400,2023,7,16,18,2305,0,41.98634871557682,147.33087189836777
2023-07-17 00:00:00,1689552000,2023,7,17,0,2305,0,42.79037236553146,148.21070413434214
2023-07-17 06:00:00,1689573600,2023,7,17,6,2305,0,43.5273885595386,149.09062533040935
2023-07-17 12:00:00,1689595200,2023,7,17,12,2305,0,44.015335161142616,149.74496044178022
2023-07-17 18:00:00,1689616800,2023,7,17,18,2305,0,44.68828437004942,150.74069901810816
2023-07-18 00:00:00,1689638400,2023,7,18,0,2305,0,45.39714285714286,151.59714285714284
2023-07-17 21:00:00,1689627600,2023,7,17,21,2306,2,15.494230769230768,138.95384615384617
2023-07-18 03:00:00,1689649200,2023,7,18,3,2306,2,15.803755059686498,138.5024320922823
2023-07-18 09:00:00,1689670800,2023,7,18,9,2306,2,16.230606847082694,137.7197868201715
2023-07-18 15:00:00,1689692400,2023,7,18,15,2306,2,16.632993561320145,136.96878578281033
2023-07-18 21:00:00,1689714000,2023,7,18,21,2306,2,16.937309634211175,136.45120417633214
2023-07-19 03:00:00,1689735600,2023,7,19,3,2306,2,17.464101032351707,135.6231603258632
2023-07-19 09:00:00,1689757200,2023,7,19,9,2306,2,18.084351657737095,134.86161490315553
2023-07-19 15:00:00,1689778800,2023,7,19,15,2306,2,18.48021933570572,134.33456629971886
2023-07-19 21:00:00,1689800400,2023,7,19,21,2306,2,19.085663240123083,133.55203178303557
2023-07-20 03:00:00,1689822000,2023,7,20,3,2306,2,19.644039027569786,132.72525879472522
2023-07-20 09:00:00,1689843600,2023,7,20,9,2306,2,20.059387073530807,132.1851729732773
2023-07-20 15:00:00,1689865200,2023,7,20,15,2306,2,20.66979222913395,131.37226062181253
2023-07-20 21:00:00,1689886800,2023,7,20,21,2306,2,21.2954135641258,130.514366129767
2023-07-21 03:00:00,1689908400,2023,7,21,3,2306,2,21.734174462896526,129.96457472063173
2023-07-21 09:00:00,1689930000,2023,7,21,9,2306,2,22.423394314357495,129.1600118519858
2023-07-21 15:00:00,1689951600,2023,7,21,15,2306,2,23.131946342475814,128.41711437819106
2023-07-21 21:00:00,1689973200,2023,7,21,21,2306,2,23.656640071573598,127.98679108192363
2023-07-22 03:00:00,1689994800,2023,7,22,3,2306,2,24.492194422725024,127.40866830827447
2023-07-22 09:00:00,1690016400,2023,7,22,9,2306,2,25.37851821627015,126.93640835261814
2023-07-22 15:00:00,1690038000,2023,7,22,15,2306,2,25.978185506159928,126.69242954768919
2023-07-22 21:00:00,1690059600,2023,7,22,21,2306,2,26.885073624001695,126.4015542543625
2023-07-23 03:00:00,1690081200,2023,7,23,3,2306,2,27.791030656014073,126.28074219292557
2023-07-23 09:00:00,1690102800,2023,7,23,9,2306,2,28.376482960561717,126.2648642753387
2023-07-23 15:00:00,1690124400,2023,7,23,15,2306,2,29.196769679871593,126.28172257201203
2023-07-23 21:00:00,1690146000,2023,7,23,21,2306,2,30.02860767159151,126.39891346215417
2023-07-24 03:00:00,1690167600,2023,7,24,3,2306,2,30.63572841805507,126.43971162802373
2023-07-24 09:00:00,1690189200,2023,7,24,9,2306,2,31.467791911632574,126.51476741184204
2023-07-24 15:00:00,1690210800,2023,7,24,15,2306,2,32.259181397484774,126.67734369409196
2023-07-24 21:00:00,1690232400,2023,7,24,21,2306,2,32.76618494120773,126.83970210109015
2023-07-25 03:00:00,1690254000,2023,7,25,3,2306,2,33.48974348553601,127.20872814832077
2023-07-25 09:00:00,1690275600,2023,7,25,9,2306,2,34.2302795366581,127.6533766128677
2023-07-25 15:00:00,1690297200,2023,7,25,15,2306,2,34.69776942532986,127.98515372540545
2023-07-25 21:00:00,1690318800,2023,7,25,21,2306,2,35.35891051368591,128.5035023624896
2023-07-26 03:00:00,1690340400,2023,7,26,3,2306,2,35.94810649120021,129.03668868952184
2023-07-26 09:00:00,1690362000,2023,7,26,9,2306,2,36.2936809990072,129.41449744570468
2023-07-26 15:00:00,1690383600,2023,7,26,15,2306,2,36.82011311628318,129.9749709024892
2023-07-26 21:00:00,1690405200,2023,7,26,21,2306,2,37.24194281716512,130.49743811318606
2023-07-27 03:00:00,1690426800,2023,7,27,3,2306,2,37.61153846153846,131.1557692307692
2023-07-27 06:00:00,1690437600,2023,7,27,6,2307,0,17.42285714285714,144.77999999999997
2023-07-27 12:00:00,1690459200,2023,7,27,12,2307,0,17.997105118583605,144.38415262054886
2023-07-27 18:00:00,1690480800,2023,7,27,18,2307,0,18.917354118955227,143.7149933989054
2023-07-28 00:00:00,1690502400,2023,7,28,0,2307,0,19.46322294850417,143.23332227116163
2023-07-28 06:00:00,1690524000,2023,7,28,6,2307,0,20.224814875902165,142.44997929502415
2023-07-28 12:00:00,1690545600,2023,7,28,12,2307,0,21.004613700705487,141.7027515458868
2023-07-28 18:00:00,1690567200,2023,7,28,18,2307,0,21.550247279849316,141.19923990082907
2023-07-29 00:00:00,1690588800,2023,7,29,0,2307,0,22.325150737281028,140.55171011163074
2023-07-29 06:00:00,1690610400,2023,7,29,6,2307,0,22.83896880691533,140.17729307134283
2023-07-29 12:00:00,1690632000,2023,7,29,12,2307,0,23.64794909069266,139.64996294242053
2023-07-29 18:00:00,1690653600,2023,7,29,18,2307,0,24.442674986594454,139.24354950858927
2023-07-30 00:00:00,1690675200,2023,7,30,0,2307,0,24.993845713947273,139.01301949524017
2023-07-30 06:00:00,1690696800,2023,7,30,6,2307,0,25.840075483957825,138.67443018483928
2023-07-30 12:00:00,1690718400,2023,7,30,12,2307,0,26.414314199046302,138.42493952588833
2023-07-30 18:00:00,1690740000,2023,7,30,18,2307,0,27.33876192322241,138.15984900888867
2023-07-31 00:00:00,1690761600,2023,7,31,0,2307,0,28.383708320301995,138.0533570196097
2023-07-31 06:00:00,1690783200,2023,7,31,6,2307,0,29.038877917068824,138.06324609856878
2023-07-31 12:00:00,1690804800,2023,7,31,12,2307,0,29.99814204461354,138.29030693592514
2023-07-31 18:00:00,1690826400,2023,7,31,18,2307,0,30.630349956720245,138.46393171415716
2023-08-01 00:00:00,1690848000,2023,8,1,0,2307,0,31.55052221283461,138.80497722405866
2023-08-01 06:00:00,1690869600,2023,8,1,6,2307,0,32.36459013849107,139.2868376096245
2023-08-01 12:00:00,1690891200,2023,8,1,12,2307,0,32.891712308425404,139.66533843101732
2023-08-01 18:00:00,1690912800,2023,8,1,18,2307,0,33.68634493113942,140.32399130572
2023-08-02 00:00:00,1690934400,2023,8,2,0,2307,0,34.210638530981576,140.79193998035976
2023-08-02 06:00:00,1690956000,2023,8,2,6,2307,0,35.05653595026574,141.48506982877126
2023-08-02 12:00:00,1690977600,2023,8,2,12,2307,0,35.99976868170819,142.23779758468405
2023-08-02 18:00:00,1690999200,2023,8,2,18,2307,0,36.62674012066353,142.75721961061777
2023-08-03 00:00:00,1691020800,2023,8,3,0,2307,0,37.55449633989978,143.57880938654293
2023-08-03 06:00:00,1691042400,2023,8,3,6,2307,0,38.17273444943911,144.1234655596908
2023-08-03 12:00:00,1691064000,2023,8,3,12,2307,0,39.079433961167396,144.86085766761215
2023-08-03 18:00:00,1691085600,2023,8,3,18,2307,0,39.97930307114091,145.5342444235304
2023-08-04 00:00:00,1691107200,2023,8,4,0,2307,0,40.578032536307056,145.95034097534673
2023-08-04 06:00:00,1691128800,2023,8,4,6,2307,0,41.41425112600421,146.74665559892105
2023-08-04 12:00:00,1691150400,2023,8,4,12,2307,0,41.98634871557682,147.33087189836777
2023-08-04 18:00:00,1691172000,2023,8,4,18,2307,0,42.79037236553146,148.21070413434214
2023-08-05 00:00:00,1691193600,2023,8,5,0,2307,0,43.5273885595386,149.09062533040935
2023-08-05 06:00:00,1691215200,2023,8,5,6,2307,0,44.015335161142616,149.74496044178022
2023-08-05 12:00:00,1691236800,2023,8,5,12,2307,0,44.68828437004942,150.74069901810816
2023-08-05 18:00:00,1691258400,2023,8,5,18,2307,0,45.39714285714286,151.59714285714284
2023-08-05 15:00:00,1691247600,2023,8,5,15,2308,1,16.6,151.60833333333332
2023-08-05 21:00:00,1691269200,2023,8,5,21,2308,1,17.279735802775395,151.25793962807737
2023-08-06 03:00:00,1691290800,2023,8,6,3,2308,1,18.505692526798914,150.7330574464969
2023-08-06 09:00:00,1691312400,2023,8,6,9,2308,1,19.709406444774768,149.79269529775132
2023-08-06 15:00:00,1691334000,2023,8,6,15,2308,1,20.94013213012949,148.56972856260714
2023-08-06 21:00:00,1691355600,2023,8,6,21,2308,1,21.740111376930432,147.71343560665204
2023-08-07 03:00:00,1691377200,2023,8,7,3,2308,1,22.962111597488725,146.51531475068725
2023-08-07 09:00:00,1691398800,2023,8,7,9,2308,1,24.179069325980688,145.50081697015912
2023-08-07 15:00:00,1691420400,2023,8,7,15,2308,1,25.505842736186533,144.9801067646241
2023-08-07 21:00:00,1691442000,2023,8,7,21,2308,1,26.41718199363702,144.8907659603141
2023-08-08 03:00:00,1691463600,2023,8,8,3,2308,1,27.929521161591353,144.8477723931621
2023-08-08 09:00:00,1691485200,2023,8,8,9,2308,1,29.428432691136454,145.03952559177827
2023-08-08 15:00:00,1691506800,2023,8,8,15,2308,1,30.833296609176386,145.4245431409516
2023-08-08 21:00:00,1691528400,2023,8,8,21,2308,1,31.683675898568783,145.75665492558855
2023-08-09 03:00:00,1691550000,2023,8,9,3,2308,1,32.98770139358663,146.21784132681452
2023-08-09 09:00:00,1691571600,2023,8,9,9,2308,1,34.239184171248546,146.92653872401004
2023-08-09 15:00:00,1691593200,2023,8,9,15,2308,1,35.450217197428515,147.83931243690296
2023-08-09 21:00:00,1691614800,2023,8,9,21,2308,1,36.23193682520967,148.54845846315445
2023-08-10 03:00:00,1691636400,2023,8,10,3,2308,1,37.43020900335237,149.74307095756507
