datetime,unixtime,YEAR,MONTH,DAY,HOUR,TYPHOON NUMBER,CLUSTER NUMBER,LAT,LON
2023-06-06 00:00:00,1686009600,2023,6,6,0,2301,0,32.36459013849107,139.2868376096245
2023-06-06 06:00:00,1686031200,2023,6,6,6,2301,0,32.891712308425404,139.66533843101732
2023-06-06 12:00:00,1686052800,2023,6,6,12,2301,0,33.68634493113942,140.32399130572
2023-06-06 18:00:00,1686074400,2023,6,6,18,2301,0,34.210638530981576,140.79193998035976
2023-06-07 00:00:00,1686096000,2023,6,7,0,2301,0,35.05653595026574,141.48506982877126
2023-06-07 06:00:00,1686117600,2023,6,7,6,2301,0,35.99976868170819,142.23779758468405
2023-06-07 12:00:00,1686139200,2023,6,7,12,2301,0,36.62674012066353,142.75721961061777
2023-06-07 18:00:00,1686160800,2023,6,7,18,2301,0,37.55449633989978,143.57880938654293
2023-06-08 00:00:00,1686182400,2023,6,8,0,2301,0,38.17273444943911,144.1234655596908
2023-06-08 06:00:00,1686204000,2023,6,8,6,2301,0,39.079433961167396,144.86085766761215
2023-06-08 12:00:00,1686225600,2023,6,8,12,2301,0,39.97930307114091,145.5342444235304
2023-06-08 18:00:00,1686247200,2023,6,8,18,2301,0,40.578032536307056,145.95034097534673
2023-06-09 00:00:00,1686268800,2023,6,9,0,2301,0,41.41425112600421,146.74665559892105
2023-06-09 06:00:00,1686290400,2023,6,9,6,2301,0,41.98634871557682,147.33087189836777
2023-06-09 12:00:00,1686312000,2023,6,9,12,2301,0,42.79037236553146,148.21070413434214
2023-06-09 18:00:00,1686333600,2023,6,9,18,2301,0,43.5273885595386,149.09062533040935
2023-06-10 00:00:00,1686355200,2023,6,10,0,2301,0,44.015335161142616,149.74496044178022
2023-06-10 06:00:00,1686376800,2023,6,10,6,2301,0,44.68828437004942,150.74069901810816
2023-06-10 12:00:00,1686398400,2023,6,10,12,2301,0,45.39714285714286,151.59714285714284
2023-06-09 08:00:00,1686297600,2023,6,9,8,2302,2,15.494230769230768,138.95384615384617
2023-06-09 14:00:00,1686319200,2023,6,9,14,2302,2,15.803755059686498,138.5024320922823
2023-06-09 20:00:00,1686340800,2023,6,9,20,2302,2,16.230606847082694,137.7197868201715
2023-06-10 02:00:00,1686362400,2023,6,10,2,2302,2,16.632993561320145,136.96878578281033
2023-06-10 08:00:00,1686384000,2023,6,10,8,2302,2,16.937309634211175,136.45120417633214
2023-06-10 14:00:00,1686405600,2023,6,10,14,2302,2,17.464101032351707,135.6231603258632
2023-06-10 20:00:00,1686427200,2023,6,10,20,2302,2,18.084351657737095,134.86161490315553
2023-06-11 02:00:00,1686448800,2023,6,11,2,2302,2,18.48021933570572,134.33456629971886
2023-06-11 08:00:00,1686470400,2023,6,11,8,2302,2,19.085663240123083,133.55203178303557
2023-06-11 14:00:00,1686492000,2023,6,11,14,2302,2,19.644039027569786,132.72525879472522
2023-06-11 20:00:00,1686513600,2023,6,11,20,2302,2,20.059387073530807,132.1851729732773
2023-06-12 02:00:00,1686535200,2023,6,12,2,2302,2,20.66979222913395,131.37226062181253
2023-06-12 08:00:00,1686556800,2023,6,12,8,2302,2,21.2954135641258,130.514366129767
2023-06-12 14:00:00,1686578400,2023,6,12,14,2302,2,21.734174462896526,129.96457472063173
2023-06-12 20:00:00,1686600000,2023,6,12,20,2302,2,22.423394314357495,129.1600118519858
2023-06-13 02:00:00,1686621600,2023,6,13,2,2302,2,23.131946342475814,128.41711437819106
2023-06-13 08:00:00,1686643200,2023,6,13,8,2302,2,23.656640071573598,127.98679108192363
2023-06-13 14:00:00,1686664800,2023,6,13,14,2302,2,24.492194422725024,127.40866830827447
2023-06-13 20:00:00,1686686400,2023,6,13,20,2302,2,25.37851821627015,126.93640835261814
2023-06-14 02:00:00,1686708000,2023,6,14,2,2302,2,25.978185506159928,126.69242954768919
2023-06-14 08:00:00,1686729600,2023,6,14,8,2302,2,26.885073624001695,126.4015542543625
2023-06-14 14:00:00,1686751200,2023,6,14,14,2302,2,27.791030656014073,126.28074219292557
2023-06-14 20:00:00,1686772800,2023,6,14,20,2302,2,28.376482960561717,126.2648642753387
2023-06-15 02:00:00,1686794400,2023,6,15,2,2302,2,29.196769679871593,126.28172257201203
2023-06-15 08:00:00,1686816000,2023,6,15,8,2302,2,30.02860767159151,126.39891346215417
2023-06-15 14:00:00,1686837600,2023,6,15,14,2302,2,30.63572841805507,126.43971162802373
2023-06-15 20:00:00,1686859200,2023,6,15,20,2302,2,31.467791911632574,126.51476741184204
2023-06-16 02:00:00,1686880800,2023,6,16,2,2302,2,32.259181397484774,126.67734369409196
2023-06-16 08:00:00,1686902400,2023,6,16,8,2302,2,32.76618494120773,126.83970210109015
2023-06-16 14:00:00,1686924000,2023,6,16,14,2302,2,33.48974348553601,127.20872814832077
2023-06-16 20:00:00,1686945600,2023,6,16,20,2302,2,34.2302795366581,127.6533766128677
2023-06-17 02:00:00,1686967200,2023,6,17,2,2302,2,34.69776942532986,127.98515372540545
2023-06-17 08:00:00,1686988800,2023,6,17,8,2302,2,35.35891051368591,128.5035023624896
2023-06-17 14:00:00,1687010400,2023,6,17,14,2302,2,35.94810649120021,129.03668868952184
2023-06-17 20:00:00,1687032000,2023,6,17,20,2302,2,36.2936809990072,129.41449744570468
2023-06-18 02:00:00,1687053600,2023,6,18,2,2302,2,36.82011311628318,129.9749709024892
2023-06-18 08:00:00,1687075200,2023,6,18,8,2302,2,37.24194281716512,130.49743811318606
2023-06-18 14:00:00,1687096800,2023,6,18,14,2302,2,37.61153846153846,131.1557692307692
2023-06-17 16:00:00,1687017600,2023,6,17,16,2303,0,17.42285714285714,144.77999999999997
2023-06-17 22:00:00,1687039200,2023,6,17,22,2303,0,17.997105118583605,144.38415262054886
2023-06-18 04:00:00,1687060800,2023,6,18,4,2303,0,18.917354118955227,143.7149933989054
2023-06-18 10:00:00,1687082400,2023,6,18,10,2303,0,19.46322294850417,143.23332227116163
2023-06-18 16:00:00,1687104000,2023,6,18,16,2303,0,20.224814875902165,142.44997929502415
2023-06-18 22:00:00,1687125600,2023,6,18,22,2303,0,21.004613700705487,141.7027515458868
2023-06-19 04:00:00,1687147200,2023,6,19,4,2303,0,21.550247279849316,141.19923990082907
2023-06-19 10:00:00,1687168800,2023,6,19,10,2303,0,22.325150737281028,140.55171011163074
2023-06-19 16:00:00,1687190400,2023,6,19,16,2303,0,22.83896880691533,140.17729307134283
2023-06-19 22:00:00,1687212000,2023,6,19,22,2303,0,23.64794909069266,139.64996294242053
2023-06-20 04:00:00,1687233600,2023,6,20,4,2303,0,24.442674986594454,139.24354950858927
2023-06-20 10:00:00,1687255200,2023,6,20,10,2303,0,24.993845713947273,139.01301949524017
2023-06-20 16:00:00,1687276800,2023,6,20,16,2303,0,25.840075483957825,138.67443018483928
2023-06-20 22:00:00,1687298400,2023,6,20,22,2303,0,26.414314199046302,138.42493952588833
2023-06-21 04:00:00,1687320000,2023,6,21,4,2303,0,27.33876192322241,138.15984900888867
2023-06-21 10:00:00,1687341600,2023,6,21,10,2303,0,28.383708320301995,138.0533570196097
2023-06-21 16:00:00,1687363200,2023,6,21,16,2303,0,29.038877917068824,138.06324609856878
2023-06-21 22:00:00,1687384800,2023,6,21,22,2303,0,29.99814204461354,138.29030693592514
2023-06-22 04:00:00,1687406400,2023,6,22,4,2303,0,30.630349956720245,138.46393171415716
2023-06-22 10:00:00,1687428000,2023,6,22,10,2303,0,31.55052221283461,138.80497722405866
2023-06-22 16:00:00,1687449600,2023,6,22,16,2303,0,32.36459013849107,139.2868376096245
2023-06-22 22:00:00,1687471200,2023,6,22,22,2303,0,32.891712308425404,139.66533843101732
2023-06-23 04:00:00,1687492800,2023,6,23,4,2303,0,33.68634493113942,140.32399130572
2023-06-23 10:00:00,1687514400,2023,6,23,10,2303,0,34.210638530981576,140.79193998035976
2023-06-23 16:00:00,1687536000,2023,6,23,16,2303,0,35.05653595026574,141.48506982877126
2023-06-23 22:00:00,1687557600,2023,6,23,22,2303,0,35.99976868170819,142.23779758468405
2023-06-24 04:00:00,1687579200,2023,6,24,4,2303,0,36.62674012066353,142.75721961061777
2023-06-24 10:00:00,1687600800,2023,6,24,10,2303,0,37.55449633989978,143.57880938654293
2023-06-24 16:00:00,1687622400,2023,6,24,16,2303,0,38.17273444943911,144.1234655596908
2023-06-24 22:00:00,1687644000,2023,6,24,22,2303,0,39.079433961167396,144.86085766761215
2023-06-25 04:00:00,1687665600,2023,6,25,4,2303,0,39.97930307114091,145.5342444235304
2023-06-25 10:00:00,1687687200,2023,6,25,10,2303,0,40.578032536307056,145.95034097534673
2023-06-25 16:00:00,1687708800,2023,6,25,16,2303,0,41.41425112600421,146.74665559892105
2023-06-25 22:00:00,1687730400,2023,6,25,22,2303,0,41.98634871557682,147.33087189836777
2023-06-26 04:00:00,1687752000,2023,6,26,4,2303,0,42.79037236553146,148.21070413434214
2023-06-26 10:00:00,1687773600,2023,6,26,10,2303,0,43.5273885595386,149.09062533040935
2023-06-26 16:00:00,1687795200,2023,6,26,16,2303,0,44.015335161142616,149.74496044178022
2023-06-26 22:00:00,1687816800,2023,6,26,22,2303,0,44.68828437004942,150.74069901810816
2023-06-27 04:00:00,1687838400,2023,6,27,4,2303,0,45.39714285714286,151.59714285714284
2023-06-26 00:00:00,1687737600,2023,6,26,0,2304,2,15.494230769230768,138.95384615384617
2023-06-26 06:00:00,1687759200,2023,6,26,6,2304,2,15.803755059686498,138.5024320922823
2023-06-26 12:00:00,1687780800,2023,6,26,12,2304,2,16.230606847082694,137.7197868201715
2023-06-26 18:00:00,1687802400,2023,6,26,18,2304,2,16.632993561320145,136.96878578281033
2023-06-27 00:00:00,1687824000,2023,6,27,0,2304,2,16.937309634211175,136.45120417633214
2023-06-27 06:00:00,1687845600,2023,6,27,6,2304,2,17.464101032351707,135.6231603258632
2023-06-27 12:00:00,1687867200,2023,6,27,12,2304,2,18.084351657737095,134.86161490315553
2023-06-27 18:00:00,1687888800,2023,6,27,18,2304,2,18.48021933570572,134.33456629971886
2023-06-28 00:00:00,1687910400,2023,6,28,0,2304,2,19.085663240123083,133.55203178303557
2023-06-28 06:00:00,1687932000,2023,6,28,6,2304,2,19.644039027569786,132.72525879472522
2023-06-28 12:00:00,1687953600,2023,6,28,12,2304,2,20.059387073530807,132.1851729732773
2023-06-28 18:00:00,1687975200,2023,6,28,18,2304,2,20.66979222913395,131.37226062181253
2023-06-29 00:00:00,1687996800,2023,6,29,0,2304,2,21.2954135641258,130.514366129767
2023-06-29 06:00:00,1688018400,2023,6,29,6,2304,2,21.734174462896526,129.96457472063173
2023-06-29 12:00:00,1688040000,2023,6,29,12,2304,2,22.423394314357495,129.1600118519858
2023-06-29 18:00:00,1688061600,2023,6,29,18,2304,2,23.131946342475814,128.41711437819106
2023-06-30 00:00:00,1688083200,2023,6,30,0,2304,2,23.656640071573598,127.98679108192363
2023-06-30 06:00:00,1688104800,2023,6,30,6,2304,2,24.492194422725024,127.40866830827447
2023-06-30 12:00:00,1688126400,2023,6,30,12,2304,2,25.37851821627015,126.93640835261814
2023-06-30 18:00:00,1688148000,2023,6,30,18,2304,2,25.978185506159928,126.69242954768919
2023-07-01 00:00:00,1688169600,2023,7,1,0,2304,2,26.885073624001695,126.4015542543625
2023-07-01 06:00:00,1688191200,2023,7,1,6,2304,2,27.791030656014073,126.28074219292557
2023-07-01 12:00:00,1688212800,2023,7,1,12,2304,2,28.376482960561717,126.2648642753387
2023-07-01 18:00:00,1688234400,2023,7,1,18,2304,2,29.196769679871593,126.28172257201203
2023-07-02 00:00:00,1688256000,2023,7,2,0,2304,2,30.02860767159151,126.39891346215417
2023-07-02 06:00:00,1688277600,2023,7,2,6,2304,2,30.63572841805507,126.43971162802373
2023-07-02 12:00:00,1688299200,2023,7,2,12,2304,2,31.467791911632574,126.51476741184204
2023-07-02 18:00:00,1688320800,2023,7,2,18,2304,2,32.259181397484774,126.67734369409196
2023-07-03 00:00:00,1688342400,2023,7,3,0,2304,2,32.76618494120773,126.83970210109015
2023-07-03 06:00:00,1688364000,2023,7,3,6,2304,2,33.48974348553601,127.20872814832077
2023-07-03 12:00:00,1688385600,2023,7,3,12,2304,2,34.2302795366581,127.6533766128677
2023-07-03 18:00:00,1688407200,2023,7,3,18,2304,2,34.69776942532986,127.98515372540545
2023-07-04 00:00:00,1688428800,2023,7,4,0,2304,2,35.35891051368591,128.5035023624896
2023-07-04 06:00:00,1688450400,2023,7,4,6,2304,2,35.94810649120021,129.03668868952184
2023-07-04 12:00:00,1688472000,2023,7,4,12,2304,2,36.2936809990072,129.41449744570468
2023-07-04 18:00:00,1688493600,2023,7,4,18,2304,2,36.82011311628318,129.9749709024892
2023-07-05 00:00:00,1688515200,2023,7,5,0,2304,2,37.24194281716512,130.49743811318606
2023-07-05 06:00:00,1688536800,2023,7,5,6,2304,2,37.61153846153846,131.1557692307692
2023-07-04 08:00:00,1688457600,2023,7,4,8,2305,0,17.42285714285714,144.77999999999997
2023-07-04 14:00:00,1688479200,2023,7,4,14,2305,0,17.997105118583605,144.38415262054886
2023-07-04 20:00:00,1688500800,2023,7,4,20,2305,0,18.917354118955227,143.7149933989054
2023-07-05 02:00:00,1688522400,2023,7,5,2,2305,0,19.46322294850417,143.23332227116163
2023-07-05 08:00:00,1688544000,2023,7,5,8,2305,0,20.224814875902165,142.44997929502415
2023-07-05 14:00:00,1688565600,2023,7,5,14,2305,0,21.004613700705487,141.7027515458868
2023-07-05 20:00:00,1688587200,2023,7,5,20,2305,0,21.550247279849316,141.19923990082907
2023-07-06 02:00:00,1688608800,2023,7,6,2,2305,0,22.325150737281028,140.55171011163074
2023-07-06 08:00:00,1688630400,2023,7,6,8,2305,0,22.83896880691533,140.17729307134283
2023-07-06 14:00:00,1688652000,2023,7,6,14,2305,0,23.64794909069266,139.64996294242053
2023-07-06 20:00:00,1688673600,2023,7,6,20,2305,0,24.442674986594454,139.24354950858927
2023-07-07 02:00:00,1688695200,2023,7,7,2,2305,0,24.993845713947273,139.01301949524017
2023-07-07 08:00:00,1688716800,2023,7,7,8,2305,0,25.840075483957825,138.67443018483928
2023-07-07 14:00:00,1688738400,2023,7,7,14,2305,0,26.414314199046302,138.42493952588833
2023-07-07 20:00:00,1688760000,2023,7,7,20,2305,0,27.33876192322241,138.15984900888867
2023-07-08 02:00:00,1688781600,2023,7,8,2,2305,0,28.383708320301995,138.0533570196097
2023-07-08 08:00:00,1688803200,2023,7,8,8,2305,0,29.038877917068824,138.06324609856878
2023-07-08 14:00:00,1688824800,2023,7,8,14,2305,0,29.99814204461354,138.29030693592514
2023-07-08 20:00:00,1688846400,2023,7,8,20,2305,0,30.630349956720245,138.46393171415716
2023-07-09 02:00:00,1688868000,2023,7,9,2,2305,0,31.55052221283461,138.80497722405866
2023-07-09 08:00:00,1688889600,2023,7,9,8,2305,0,32.36459013849107,139.2868376096245
2023-07-09 14:00:00,1688911200,2023,7,9,14,2305,0,32.891712308425404,139.66533843101732
2023-07-09 20:00:00,1688932800,2023,7,9,20,2305,0,33.68634493113942,140.32399130572
2023-07-10 02:00:00,1688954400,2023,7,10,2,2305,0,34.210638530981576,140.79193998035976
2023-07-10 08:00:00,1688976000,2023,7,10,8,2305,0,35.05653595026574,141.48506982877126
2023-07-10 14:00:00,1688997600,2023,7,10,14,2305,0,35.99976868170819,142.23779758468405
2023-07-10 20:00:00,1689019200,2023,7,10,20,2305,0,36.62674012066353,142.75721961061777
2023-07-11 02:00:00,1689040800,2023,7,11,2,2305,0,37.55449633989978,143.57880938654293
2023-07-11 08:00:00,1689062400,2023,7,11,8,2305,0,38.17273444943911,144.1234655596908
2023-07-11 14:00:00,1689084000,2023,7,11,14,2305,0,39.079433961167396,144.86085766761215
2023-07-11 20:00:00,1689105600,2023,7,11,20,2305,0,39.97930307114091,145.5342444235304
2023-07-12 02:00:00,1689127200,2023,7,12,2,2305,0,40.578032536307056,145.95034097534673
2023-07-12 08:00:00,1689148800,2023,7,12,8,2305,0,41.41425112600421,146.74665559892105
2023-07-12 14:00:00,1689170400,2023,7,12,14,2305,0,41.98634871557682,147.33087189836777
2023-07-12 20:00:00,1689192000,2023,7,12,20,2305,0,42.79037236553146,148.21070413434214
2023-07-13 02:00:00,1689213600,2023,7,13,2,2305,0,43.5273885595386,149.09062533040935
2023-07-13 08:00:00,1689235200,2023,7,13,8,2305,0,44.015335161142616,149.74496044178022
2023-07-13 14:00:00,1689256800,2023,7,13,14,2305,0,44.68828437004942,150.74069901810816
2023-07-13 20:00:00,1689278400,2023,7,13,20,2305,0,45.39714285714286,151.59714285714284
2023-07-12 16:00:00,1689177600,2023,7,12,16,2306,2,15.494230769230768,138.95384615384617
2023-07-12 22:00:00,1689199200,2023,7,12,22,2306,2,15.803755059686498,138.5024320922823
2023-07-13 04:00:00,1689220800,2023,7,13,4,2306,2,16.230606847082694,137.7197868201715
2023-07-13 10:00:00,1689242400,2023,7,13,10,2306,2,16.632993561320145,136.96878578281033
2023-07-13 16:00:00,1689264000,2023,7,13,16,2306,2,16.937309634211175,136.45120417633214
2023-07-13 22:00:00,1689285600,2023,7,13,22,2306,2,17.464101032351707,135.6231603258632
2023-07-14 04:00:00,1689307200,2023,7,14,4,2306,2,18.084351657737095,134.86161490315553
2023-07-14 10:00:00,1689328800,2023,7,14,10,2306,2,18.48021933570572,134.33456629971886
2023-07-14 16:00:00,1689350400,2023,7,14,16,2306,2,19.085663240123083,133.55203178303557
2023-07-14 22:00:00,1689372000,2023,7,14,22,2306,2,19.644039027569786,132.72525879472522
2023-07-15 04:00:00,1689393600,2023,7,15,4,2306,2,20.059387073530807,132.1851729732773
2023-07-15 10:00:00,1689415200,2023,7,15,10,2306,2,20.66979222913395,131.37226062181253
2023-07-15 16:00:00,1689436800,2023,7,15,16,2306,2,21.2954135641258,130.514366129767
2023-07-15 22:00:00,1689458400,2023,7,15,22,2306,2,21.734174462896526,129.96457472063173
2023-07-16 04:00:00,1689480000,2023,7,16,4,2306,2,22.423394314357495,129.1600118519858
2023-07-16 10:00:00,1689501600,2023,7,16,10,2306,2,23.131946342475814,128.41711437819106
2023-07-16 16:00:00,1689523200,2023,7,16,16,2306,2,23.656640071573598,127.98679108192363
2023-07-16 22:00:00,1689544800,2023,7,16,22,2306,2,24.492194422725024,127.40866830827447
2023-07-17 04:00:00,1689566400,2023,7,17,4,2306,2,25.37851821627015,126.93640835261814
2023-07-17 10:00:00,1689588000,2023,7,17,10,2306,2,25.978185506159928,126.69242954768919
2023-07-17 16:00:00,1689609600,2023,7,17,16,2306,2,26.885073624001695,126.4015542543625
2023-07-17 22:00:00,1689631200,2023,7,17,22,2306,2,27.791030656014073,126.28074219292557
2023-07-18 04:00:00,1689652800,2023,7,18,4,2306,2,28.376482960561717,126.2648642753387
2023-07-18 10:00:00,1689674400,2023,7,18,10,2306,2,29.196769679871593,126.28172257201203
2023-07-18 16:00:00,1689696000,2023,7,18,16,2306,2,30.02860767159151,126.39891346215417
2023-07-18 22:00:00,1689717600,2023,7,18,22,2306,2,30.63572841805507,126.43971162802373
2023-07-19 04:00:00,1689739200,2023,7,19,4,2306,2,31.467791911632574,126.51476741184204
2023-07-19 10:00:00,1689760800,2023,7,19,10,2306,2,32.259181397484774,126.67734369409196
2023-07-19 16:00:00,1689782400,2023,7,19,16,2306,2,32.76618494120773,126.83970210109015
2023-07-19 22:00:00,1689804000,2023,7,19,22,2306,2,33.48974348553601,127.20872814832077
2023-07-20 04:00:00,1689825600,2023,7,20,4,2306,2,34.2302795366581,127.6533766128677
2023-07-20 10:00:00,1689847200,2023,7,20,10,2306,2,34.69776942532986,127.98515372540545
2023-07-20 16:00:00,1689868800,2023,7,20,16,2306,2,35.35891051368591,128.5035023624896
2023-07-20 22:00:00,1689890400,2023,7,20,22,2306,2,35.94810649120021,129.03668868952184
2023-07-21 04:00:00,1689912000,2023,7,21,4,2306,2,36.2936809990072,129.41449744570468
2023-07-21 10:00:00,1689933600,2023,7,21,10,2306,2,36.82011311628318,129.9749709024892
2023-07-21 16:00:00,1689955200,2023,7,21,16,2306,2,37.24194281716512,130.49743811318606
2023-07-21 22:00:00,1689976800,2023,7,21,22,2306,2,37.61153846153846,131.1557692307692
2023-07-21 00:00:00,1689897600,2023,7,21,0,2307,0,17.42285714285714,144.77999999999997
2023-07-21 06:00:00,1689919200,2023,7,21,6,2307,0,17.997105118583605,144.38415262054886
2023-07-21 12:00:00,1689940800,2023,7,21,12,2307,0,18.917354118955227,143.7149933989054
2023-07-21 18:00:00,1689962400,2023,7,21,18,2307,0,19.46322294850417,143.23332227116163
2023-07-22 00:00:00,1689984000,2023,7,22,0,2307,0,20.224814875902165,142.44997929502415
2023-07-22 06:00:00,1690005600,2023,7,22,6,2307,0,21.004613700705487,141.7027515458868
2023-07-22 12:00:00,1690027200,2023,7,22,12,2307,0,21.550247279849316,141.19923990082907
2023-07-22 18:00:00,1690048800,2023,7,22,18,2307,0,22.325150737281028,140.55171011163074
2023-07-23 00:00:00,1690070400,2023,7,23,0,2307,0,22.83896880691533,140.17729307134283
2023-07-23 06:00:00,1690092000,2023,7,23,6,2307,0,23.64794909069266,139.64996294242053
2023-07-23 12:00:00,1690113600,2023,7,23,12,2307,0,24.442674986594454,139.24354950858927
2023-07-23 18:00:00,1690135200,2023,7,23,18,2307,0,24.993845713947273,139.01301949524017
2023-07-24 00:00:00,1690156800,2023,7,24,0,2307,0,25.840075483957825,138.67443018483928
2023-07-24 06:00:00,1690178400,2023,7,24,6,2307,0,26.414314199046302,138.42493952588833
2023-07-24 12:00:00,1690200000,2023,7,24,12,2307,0,27.33876192322241,138.15984900888867
2023-07-24 18:00:00,1690221600,2023,7,24,18,2307,0,28.383708320301995,138.0533570196097
2023-07-25 00:00:00,1690243200,2023,7,25,0,2307,0,29.038877917068824,138.06324609856878
2023-07-25 06:00:00,1690264800,2023,7,25,6,2307,0,29.99814204461354,138.29030693592514
2023-07-25 12:00:00,1690286400,2023,7,25,12,2307,0,30.630349956720245,138.46393171415716
2023-07-25 18:00:00,1690308000,2023,7,25,18,2307,0,31.55052221283461,138.80497722405866
2023-07-26 00:00:00,1690329600,2023,7,26,0,2307,0,32.36459013849107,139.2868376096245
2023-07-26 06:00:00,1690351200,2023,7,26,6,2307,0,32.891712308425404,139.66533843101732
2023-07-26 12:00:00,1690372800,2023,7,26,12,2307,0,33.68634493113942,140.32399130572
2023-07-26 18:00:00,1690394400,2023,7,26,18,2307,0,34.210638530981576,140.79193998035976
2023-07-27 00:00:00,1690416000,2023,7,27,0,2307,0,35.05653595026574,141.48506982877126
2023-07-27 06:00:00,1690437600,2023,7,27,6,2307,0,35.99976868170819,142.23779758468405
2023-07-27 12:00:00,1690459200,2023,7,27,12,2307,0,36.62674012066353,142.75721961061777
2023-07-27 18:00:00,1690480800,2023,7,27,18,2307,0,37.55449633989978,143.57880938654293
2023-07-28 00:00:00,1690502400,2023,7,28,0,2307,0,38.17273444943911,144.1234655596908
2023-07-28 06:00:00,1690524000,2023,7,28,6,2307,0,39.079433961167396,144.86085766761215
2023-07-28 12:00:00,1690545600,2023,7,28,12,2307,0,39.97930307114091,145.5342444235304
2023-07-28 18:00:00,1690567200,2023,7,28,18,2307,0,40.578032536307056,145.95034097534673
2023-07-29 00:00:00,1690588800,2023,7,29,0,2307,0,41.41425112600421,146.74665559892105
2023-07-29 06:00:00,1690610400,2023,7,29,6,2307,0,41.98634871557682,147.33087189836777
2023-07-29 12:00:00,1690632000,2023,7,29,12,2307,0,42.79037236553146,148.21070413434214
2023-07-29 18:00:00,1690653600,2023,7,29,18,2307,0,43.5273885595386,149.09062533040935
2023-07-30 00:00:00,1690675200,2023,7,30,0,2307,0,44.015335161142616,149.74496044178022
2023-07-30 06:00:00,1690696800,2023,7,30,6,2307,0,44.68828437004942,150.74069901810816
2023-07-30 12:00:00,1690718400,2023,7,30,12,2307,0,45.39714285714286,151.59714285714284
2023-07-29 08:00:00,1690617600,2023,7,29,8,2308,2,15.494230769230768,138.95384615384617
2023-07-29 14:00:00,1690639200,2023,7,29,14,2308,2,15.803755059686498,138.5024320922823
2023-07-29 20:00:00,1690660800,2023,7,29,20,2308,2,16.230606847082694,137.7197868201715
2023-07-30 02:00:00,1690682400,2023,7,30,2,2308,2,16.632993561320145,136.96878578281033
2023-07-30 08:00:00,1690704000,2023,7,30,8,2308,2,16.937309634211175,136.45120417633214
2023-07-30 14:00:00,1690725600,2023,7,30,14,2308,2,17.464101032351707,135.6231603258632
2023-07-30 20:00:00,1690747200,2023,7,30,20,2308,2,18.084351657737095,134.86161490315553
2023-07-31 02:00:00,1690768800,2023,7,31,2,2308,2,18.48021933570572,134.33456629971886
2023-07-31 08:00:00,1690790400,2023,7,31,8,2308,2,19.085663240123083,133.55203178303557
2023-07-31 14:00:00,1690812000,2023,7,31,14,2308,2,19.644039027569786,132.72525879472522
2023-07-31 20:00:00,1690833600,2023,7,31,20,2308,2,20.059387073530807,132.1851729732773
2023-08-01 02:00:00,1690855200,2023,8,1,2,2308,2,20.66979222913395,131.37226062181253
2023-08-01 08:00:00,1690876800,2023,8,1,8,2308,2,21.2954135641258,130.514366129767
2023-08-01 14:00:00,1690898400,2023,8,1,14,2308,2,21.734174462896526,129.96457472063173
2023-08-01 20:00:00,1690920000,2023,8,1,20,2308,2,22.423394314357495,129.1600118519858
2023-08-02 02:00:00,1690941600,2023,8,2,2,2308,2,23.131946342475814,128.41711437819106
2023-08-02 08:00:00,1690963200,2023,8,2,8,2308,2,23.656640071573598,127.98679108192363
2023-08-02 14:00:00,1690984800,2023,8,2,14,2308,2,24.492194422725024,127.40866830827447
2023-08-02 20:00:00,1691006400,2023,8,2,20,2308,2,25.37851821627015,126.93640835261814
